"TransactionID","StudentNumber","StartTime","UploadTime","ModuleCode"
"R305 868 450 ","17314380","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R306 358 545 ","12780722","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R306 536 422 ","35355941","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R306 607 349 ","30860058","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R306 668 393 ","31546021","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R306 896 109 ","31168992","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R306 994 186 ","16691262","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R307 235 414 ","29865414","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R307 440 768 ","13837422","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R307 539 120 ","29795136","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R308 172 837 ","14267697","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R309 590 229 ","16093066","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R309 957 547 ","18155544","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R309 974 641 ","26855824","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R310 414 161 ","34078538","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R310 689 271 ","22717520","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R310 773 529 ","22087524","0000-00-00 00:00:00","2011-03-13 00:00:00","ENG1014"
"R310 843 360 ","12629519","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R311 053 026 ","20270487","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R311 130 089 ","19005287","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R311 173 474 ","21029197","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R311 248 395 ","36066772","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R311 693 818 ","16261323","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R311 820 886 ","35177380","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R311 974 426 ","17082491","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R312 060 796 ","16952981","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R312 119 298 ","25466826","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R312 498 920 ","26449812","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R312 560 439 ","33484264","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R312 736 598 ","19098909","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R312 902 657 ","18829257","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R313 341 790 ","14566543","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R313 906 775 ","15161970","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R314 004 636 ","25764462","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R314 095 138 ","33920301","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R314 189 242 ","21387364","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R314 751 858 ","26469967","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R314 791 901 ","13180290","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R314 803 286 ","25366917","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R315 512 747 ","30035548","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R315 745 701 ","21346700","2011-02-20 00:00:00","2011-06-21 00:00:00","ICT1116"
"R316 412 541 ","32445577","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R316 535 502 ","23241391","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R316 819 907 ","26722178","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R316 858 581 ","19267635","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3722"
"R316 879 159 ","17354695","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R316 948 815 ","17170498","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R316 978 580 ","27911026","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R317 375 730 ","36412966","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R318 251 978 ","30034926","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R318 542 341 ","20539859","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R318 621 784 ","33061088","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R318 748 822 ","34024223","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R318 762 878 ","28458163","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R320 491 076 ","13470238","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R320 764 038 ","36594862","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R320 941 303 ","31208459","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R321 055 757 ","27784015","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R321 926 681 ","23481699","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R322 610 768 ","31906909","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R322 792 515 ","23538798","2010-09-13 00:00:00","0000-00-00 00:00:00","ICT1117"
"R322 829 984 ","23451324","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R323 058 470 ","17305548","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R323 273 738 ","22565634","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R323 425 460 ","27521467","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R324 145 742 ","24164500","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R324 166 752 ","32085993","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R324 449 371 ","28096353","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R324 455 259 ","34144755","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R324 741 513 ","27760968","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R324 804 053 ","32464939","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R325 394 800 ","24615457","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R325 967 856 ","16307075","2010-11-26 00:00:00","0000-00-00 00:00:00","ENG1011"
"R326 678 642 ","26810520","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R326 977 871 ","21565253","0000-00-00 00:00:00","2011-08-01 00:00:00","CHE3701"
"R327 222 464 ","18139274","0000-00-00 00:00:00","2011-02-11 00:00:00","ICT1113"
"R327 260 904 ","30127394","2011-02-15 00:00:00","0000-00-00 00:00:00","ICT1113"
"R327 386 821 ","18599081","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R327 883 743 ","26727500","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R327 912 408 ","15280964","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R328 466 617 ","12515706","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R328 519 354 ","35481926","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R328 932 526 ","25106490","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R329 662 866 ","23108494","2011-02-27 00:00:00","2011-07-03 00:00:00","ENG1016"
"R329 678 212 ","33903410","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R330 416 369 ","29000084","2010-08-18 00:00:00","0000-00-00 00:00:00","ICT1113"
"R330 438 397 ","35005821","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R330 467 645 ","31446843","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R330 637 905 ","17950158","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R331 333 910 ","35564597","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R331 505 851 ","24493098","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R332 441 089 ","16546361","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R332 549 340 ","19579838","0000-00-00 00:00:00","2011-03-16 00:00:00","ENG1017"
"R332 879 287 ","36294708","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R333 028 777 ","12917242","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R333 652 674 ","22521871","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R333 834 943 ","20519454","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R334 672 603 ","22334885","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R334 959 676 ","26612027","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R335 571 696 ","17354695","0000-00-00 00:00:00","2011-08-17 00:00:00","ENG1013"
"R336 151 085 ","32532530","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R336 357 578 ","32338837","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R336 420 675 ","16124280","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R337 047 984 ","35692887","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R337 056 815 ","25397835","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R337 284 779 ","22635204","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R337 572 958 ","29084852","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R337 598 157 ","28812247","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R337 643 952 ","17195328","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R337 643 989 ","12758234","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R338 280 937 ","12881786","2011-05-25 00:00:00","0000-00-00 00:00:00","ICT3722"
"R338 428 681 ","34384527","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R339 194 014 ","20237336","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R339 821 509 ","25756470","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R339 822 724 ","26597184","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R340 086 004 ","33463497","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R340 156 018 ","12905884","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R340 629 606 ","26722178","2010-05-18 00:00:00","0000-00-00 00:00:00","ICT1113"
"R341 294 857 ","36412966","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R341 314 345 ","33939537","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R341 362 413 ","26541758","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R341 740 060 ","31115984","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R341 852 223 ","13180290","2011-02-03 00:00:00","0000-00-00 00:00:00","ENG1014"
"R342 082 742 ","19697310","2011-11-03 00:00:00","0000-00-00 00:00:00","ENG1013"
"R342 212 919 ","21076685","2010-12-30 00:00:00","0000-00-00 00:00:00","CHE3704"
"R342 768 534 ","30594869","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R343 267 187 ","35005821","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R343 487 251 ","20897755","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R343 667 717 ","23337270","2010-10-17 00:00:00","0000-00-00 00:00:00","ICT2612"
"R343 736 943 ","12962013","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R343 851 935 ","14883546","2011-08-25 00:00:00","0000-00-00 00:00:00","CHE4801"
"R345 645 171 ","27638298","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R345 663 415 ","24181835","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R345 696 502 ","14342763","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R346 259 824 ","23928273","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R346 288 943 ","15704367","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R346 383 217 ","19476564","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R346 606 038 ","18477462","2010-10-21 00:00:00","0000-00-00 00:00:00","ICT1118"
"R346 700 961 ","27689189","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R347 410 033 ","17284446","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R347 786 701 ","11141311","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R348 011 547 ","14501011","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R349 839 918 ","12386432","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R350 108 681 ","27903969","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R350 987 100 ","35325963","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R351 080 030 ","24849691","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R351 198 379 ","31510374","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R351 256 914 ","33749523","2011-06-16 00:00:00","0000-00-00 00:00:00","ENG1015"
"R351 602 318 ","34367640","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R351 639 065 ","18929287","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R352 367 742 ","25458552","2010-02-27 00:00:00","0000-00-00 00:00:00","ENG1011"
"R352 419 248 ","31833499","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R352 748 246 ","19051116","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R352 954 636 ","14656811","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3701"
"R352 984 602 ","31937269","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R353 221 949 ","32064702","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R353 382 040 ","31218283","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R354 117 433 ","28998536","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R354 421 701 ","26815741","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R354 652 535 ","21350280","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R354 700 928 ","21766852","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R354 925 129 ","13295456","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R355 243 794 ","30289319","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R355 809 639 ","11641994","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1119"
"R355 822 111 ","35580270","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R355 925 361 ","18989177","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R356 226 973 ","19281956","0000-00-00 00:00:00","2011-10-19 00:00:00","ICT3722"
"R356 866 371 ","31918928","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R357 092 846 ","15385552","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R357 290 667 ","20227361","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R357 587 061 ","17786642","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R358 314 751 ","26301729","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R358 434 552 ","20690747","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R358 750 989 ","21374310","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R358 908 217 ","26825538","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R359 084 893 ","28466672","2010-11-18 00:00:00","2011-08-29 00:00:00","AST2652"
"R359 101 383 ","12879713","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R359 250 952 ","14164480","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R359 404 050 ","21131374","0000-00-00 00:00:00","2011-08-18 00:00:00","ENG1011"
"R359 423 274 ","25356930","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3722"
"R360 018 988 ","36367096","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R360 150 305 ","20846004","0000-00-00 00:00:00","2011-11-21 00:00:00","ICT3722"
"R360 729 224 ","35177380","2010-10-09 00:00:00","0000-00-00 00:00:00","ENG1018"
"R360 893 869 ","32572702","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R361 046 733 ","27587633","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R361 602 692 ","30426069","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R361 711 464 ","22716762","2011-04-27 00:00:00","0000-00-00 00:00:00","ICT1112"
"R362 061 122 ","22455943","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R362 104 627 ","27230206","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R362 466 003 ","13792653","2011-09-12 00:00:00","0000-00-00 00:00:00","ICT3722"
"R362 632 963 ","24397192","2010-11-18 00:00:00","0000-00-00 00:00:00","ICT1111"
"R362 683 908 ","14939695","2011-03-21 00:00:00","0000-00-00 00:00:00","ENG1016"
"R362 940 449 ","19590474","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R363 598 849 ","33050845","2010-08-11 00:00:00","0000-00-00 00:00:00","ICT1113"
"R363 926 519 ","13333040","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R364 170 159 ","15233429","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R364 205 400 ","17289310","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R364 395 212 ","21217145","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R365 532 293 ","24104104","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R366 079 562 ","33375831","0000-00-00 00:00:00","2011-01-13 00:00:00","CHE4801"
"R366 102 818 ","13235874","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1018"
"R366 391 889 ","35083292","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R366 401 664 ","32441766","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R366 509 026 ","22040530","2011-05-31 00:00:00","0000-00-00 00:00:00","ELE2561"
"R366 881 862 ","29649726","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R367 250 608 ","12120214","2011-06-14 00:00:00","0000-00-00 00:00:00","ICT1111"
"R367 387 555 ","31128814","2011-10-09 00:00:00","0000-00-00 00:00:00","ENG1016"
"R368 217 264 ","13648698","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R368 372 615 ","17729745","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R368 472 182 ","25729892","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R368 488 847 ","32979492","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R368 628 993 ","23334384","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R369 445 517 ","33577010","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R369 531 239 ","11533815","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R369 772 786 ","24361678","2010-11-24 00:00:00","0000-00-00 00:00:00","ENG1018"
"R369 807 705 ","29686362","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R370 035 192 ","15356852","2010-07-03 00:00:00","0000-00-00 00:00:00","ELE2561"
"R370 072 781 ","35019967","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R370 151 424 ","12070791","2011-05-03 00:00:00","0000-00-00 00:00:00","ENG1014"
"R372 283 018 ","16223938","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R372 492 499 ","26395901","2011-05-22 00:00:00","0000-00-00 00:00:00","CHE3703"
"R372 866 056 ","31622942","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R372 959 940 ","34745816","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R373 085 342 ","27495197","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R373 248 262 ","13798066","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R373 324 237 ","21171508","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R373 693 607 ","11566745","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R373 744 827 ","11713318","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R374 003 237 ","27333561","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R374 027 545 ","34293197","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R374 056 073 ","16180306","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1116"
"R374 141 915 ","29425373","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R374 833 019 ","20559004","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R374 979 120 ","30718251","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R375 271 628 ","36143896","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE181T"
"R376 063 592 ","36213080","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R376 428 368 ","26811438","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R376 960 171 ","14907066","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R377 539 751 ","20936831","2011-09-22 00:00:00","0000-00-00 00:00:00","ICT3611"
"R377 913 898 ","31791301","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R378 598 147 ","20847699","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1118"
"R378 818 493 ","18612156","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1019"
"R379 829 178 ","26420513","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R380 131 179 ","28122581","2011-04-19 00:00:00","0000-00-00 00:00:00","CHE3703"
"R380 809 910 ","26986805","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R381 000 809 ","32090650","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2613"
"R381 659 800 ","24559462","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R381 790 491 ","22543226","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R381 845 827 ","28998536","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1112"
"R381 846 136 ","18540760","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3611"
"R381 985 776 ","17788598","2010-09-07 00:00:00","0000-00-00 00:00:00","CHE2613"
"R382 023 734 ","34098070","0000-00-00 00:00:00","0000-00-00 00:00:00","AST2652"
"R382 044 984 ","31937269","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE2611"
"R382 238 807 ","13402840","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1017"
"R382 431 318 ","28835746","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R382 887 604 ","33456689","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R382 950 090 ","36410184","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1015"
"R382 983 635 ","31069437","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3722"
"R383 667 679 ","22788845","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1117"
"R384 267 496 ","25804748","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R384 361 278 ","25571651","2010-10-24 00:00:00","0000-00-00 00:00:00","ICT1111"
"R384 437 916 ","33166900","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3704"
"R385 299 181 ","28016272","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R385 871 769 ","34220291","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT2612"
"R386 164 818 ","22905261","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R386 192 420 ","29950182","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1113"
"R386 496 790 ","20221158","0000-00-00 00:00:00","2011-11-27 00:00:00","CHE3701"
"R387 360 689 ","13100068","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R387 393 922 ","20690747","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R387 807 306 ","25084566","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1016"
"R387 851 296 ","33686188","0000-00-00 00:00:00","0000-00-00 00:00:00","MAT2612"
"R388 667 153 ","26726290","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1114"
"R389 104 978 ","24636159","2010-04-24 00:00:00","0000-00-00 00:00:00","ICT3611"
"R389 158 740 ","30259710","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R389 212 502 ","27437175","0000-00-00 00:00:00","2011-11-04 00:00:00","CHE2613"
"R389 680 600 ","31301107","0000-00-00 00:00:00","2011-08-27 00:00:00","ENG1014"
"R389 794 713 ","22714159","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R389 946 808 ","21619020","0000-00-00 00:00:00","2011-11-12 00:00:00","ICT1111"
"R389 953 031 ","23957213","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1011"
"R390 409 942 ","33737833","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R390 882 709 ","15275945","0000-00-00 00:00:00","2011-10-27 00:00:00","CHE1504"
"R391 183 097 ","17314380","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1014"
"R391 326 341 ","16652054","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE4801"
"R391 423 755 ","13036680","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3722"
"R391 617 086 ","22300983","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE1504"
"R391 803 817 ","21350592","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R391 819 141 ","27718357","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1120"
"R392 076 599 ","28362112","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1111"
"R392 264 013 ","36795143","0000-00-00 00:00:00","0000-00-00 00:00:00","CHE3703"
"R392 556 315 ","14287247","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT3722"
"R392 965 799 ","24772192","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1012"
"R393 275 085 ","29670465","2011-02-18 00:00:00","0000-00-00 00:00:00","CHE1504"
"R393 530 224 ","29469433","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R393 760 528 ","28852478","0000-00-00 00:00:00","0000-00-00 00:00:00","ENG1013"
"R393 932 990 ","26726290","0000-00-00 00:00:00","0000-00-00 00:00:00","ICT1115"
"R393 980 706 ","23038658","0000-00-00 00:00:00","0000-00-00 00:00:00","ELE2561"
"R394 680 711 ","17916165","0000-00-00 00:00:00","2011-06-10 00:00:00","CHE3704"
